"id";"title";"description";"created_at";"cached_votes_total";"cached_votes_up";"cached_votes_down";"comments_count";"hot_score";"confidence_score"
"3585";"Bajar/eliminar tasas, zona SER, IBI,... e implantar IRPF (tramo municipal)";"<p>Los impuestos indirectos (tasas, copagos servicios públicos, IVA, impuestos especiales, IBI, zona SER residentes,...) son injustos, ya que gravan igual a los ciudadanos con mayor y menor renta. Para lograr una auténtica progresividad fiscal, se deberían ir reduciendo estos impuestos indirectos, e ir substituyéndolos por impuestos directos (IRPF y sociedades), eliminando los actuales tramos, y substituirlos por una función continua logarítmica, en la que cuando se gane 1 más se pague cada vez un ratio (%) mayor...</p>
";"11/09/2015 23";"29";"10";"19";"9";"886303942";"-310"
"3586";"Fomento del Park & Ride";"<p>Es frecuente en ciudades europeas encontrar aparcamientos de tipo Park and Ride (P+R).</p>

<p>Para quien no conozca el concepto, se trata de aparcamientos alejados del centro conectados con éste mediante transporte público.</p>

<p>He visto varias propuestas en estos foros para sacar a los coches del centro (peatonalización, cierre de calles o eliminación de carriles, peaje urbano) pero si queremos que la gente deje el coche fuera del centro, debemos ponérselo fácil. No basta con dificultar el acceso y así forzar el uso del transporte público. Un modelo de P+R facilitaría el objetivo último de descongestionar el centro.</p>

<p>Existen diferentes modelos de explotación de P+R, desde aparcamientos completamente gratuito a pago de una tarifa que incluya ida y vuelta para todos los ocupantes del vehículo (como es el caso de Estrasburgo).</p>

<p>¿Opiniones?</p>
";"11/09/2015 23";"41";"36";"5";"0";"902709862";"2721"
"3588";"Prioridad semafórica para autobuses";"<p>Estaría bien estudiar que se implante la prioridad semafórica para autobuses, ya que éstos ya paran bastantes veces con sus paradas y en ocasiones, cuando se pillan todos los semáforos en rojo, es insufrible y se puede llegar a multiplicar el tiempo de viaje.</p>
";"11/09/2015 23";"39";"22";"17";"0";"893648960";"282"
"3589";"Feria en la Casa del reloj en Legazpi en las Fiestas de la Melonera";"<p>Hola buenas noches acaba de empezar las fiestas de la melonera 2015 y he visto que no hay feria y eso me ha molestado mucho entiendo que los demas vecinos se hayan quejado del ruido y por eso lo hayan quitado pero se puede poner la feria y la musica a un moderado volumen entiendo yo y ademas es que soy joven y quiero disfrutar de la vida para una semana que dura se puede aguantar perfectamente y para las pocas fiestas que hay en mi barrio y que no voy a mas ferias.</p>
";"11/09/2015 23";"33";"20";"13";"3";"895133296";"424"
"3590";"Madrid Río / Ferias";"<p>Es conocido que este tipo de eventos suponen un aumento de turistas en aquellos pueblos de la región que los hacen. Un ejemplo es el ""Mercado Medieval"" que se celebra todos los años en el centro de Alcalá de Henares.</p>

<p>La propuesta consistiría en utilizar la zona de Madrid Río, por ejemplo el espacio entre Puente del Rey y Puente de Toledo para realizar eventos de este tipo. Pienso que podría ayudar no solo a promocionar el turismo sino también a revitalizar la economía de esta zona de Madrid. Esta zona cuenta con varias líneas de metro, autobuses y la estación de tren de Príncipe Pío que facilitarían el acceso. Una alternativa a la propuesta del Mercado  Medieval podría ser: ferias del libro, ferias artesanía, productos de Madrid,.....</p>
";"11/09/2015 23";"36";"27";"9";"0";"899209963";"1350"
"3591";"bandera ayuntamiento";"<p>Que el día de la fiesta nacional, 12 de octubre, se cuelgue del ayuntamiento una gran bandera de nuestra nación, a semejanza de la que se colgó el día del orgullo gay.</p>
";"12/09/2015 00";"83";"36";"47";"13";"885946736";"-477"
"3592";"Falto el homenaje a Salvador Allende";"<p>Porque se nos ha vuelto a adelantar Barcelona? Maravilloso por su parte y, en vez de apoyar condenas de golpistas no hubieramos hecho un homenaje a una buena persona, un gran proyecto de gobierno de Unidad Popular ( que tanto necesitamos).</p>

<p> </p>

<p>Y de paso aqui si la condena a los subversivos que murieron en la cama tranquilitos?</p>
";"12/09/2015 00";"41";"11";"30";"1";"886667545";"-509"
"3593";"Falto el homenaje a Salvador Allende";"<p>Porque se nos ha vuelto a adelantar Barcelona? Maravilloso por su parte y, en vez de apoyar condenas de golpistas no hubieramos hecho un homenaje a una buena persona, un gran proyecto de gobierno de Unidad Popular alli establecido y, que tanto necesitamos aqui.</p>

<p> </p>

<p>Y de paso condenar a los subversivos que murieron en la cama tranquilitos del 11 de septiembre de 1973.</p>
";"12/09/2015 00";"39";"11";"28";"1";"886700756";"-479"
"3594";"Madrid capital cultural";"<p>Madrid cuenta con excelentes museos. Pero el panorama musical y cinéfilo necesita un empuje por parte de las instituciones. La Gran Via estaba ligada al cine. La ciudad contaba con una oferta de conciertos espectacular. Y recuperar eso sería volver a llevar a la capital al circulo de las ciudades culturales del mundo.</p>
";"12/09/2015 00";"49";"39";"10";"0";"901869398";"2308"
"3595";"Impecciones y vigilancia callejera";"<p>Se sugiere para erradicar el vandalismo de las pintada s,los botellones, el orinar en la calle, tirar basura a la calle, así como  controlar desperfectos en aceras y señales de trafico ,  que además de dar instrucciones a la policía mucipal, hubira mas vigilantes que inspeccionaran y denunciaran estas conductas para poder multados los infractores, ya que prácticamente quedan impunes.</p>
";"12/09/2015 00";"50";"42";"8";"4";"903334417";"2856"
"3596";"Más trabajos comunitarios y talleres cívicos";"<p>Quien puede  ensuciar la ciudad puede y debe  limpiarla y lo mismo si intencionadamente rompe mobiliario urbano, se debería extender más los trabajos comunitarios pero en la misma zona o barrio donde se ha causado el daño y asistir a talleres donde se tome conciencia de ciudadanía. Esto es más efectivo que la multa.</p>
";"12/09/2015 00";"39";"31";"8";"0";"901182288";"1828"
"3597";"Suciedad en la ciudad";"<p>Sra. Carmena, por favor deje ocurrencias como que las servilletas de los bares tengan dibujos de Madrid, para atraer a los visitantes se necesita una ciudad agradable, limpia y no como esta que es repugnante. Resuelvan los contratos con las concesionarias de la limpieza por manifiesto incumplimiento o negocien con ellas incrementos de medios y una adecuada programación de las diferentes actuaciones a realizar. Además le sugiero que se cambien las papeleras, las actuales tienen una abertura que parece la de un buzón de correos, Eeste verano he estado en Barcelona y a pesar de las masas de transeúntes por sus calles, la mayoría turistas, sus calles están limpias, tienen cantidad de papeleras grandes y accesibles.</p>
";"12/09/2015 01";"66";"51";"15";"4";"902643987";"2781"
"3598";"Autobuses nocturnos de la EMT a Aravaca";"<p>Actualmente, y a pesar de que el barrio de Aravaca es oficialmente del municipio de Madrid, a partir del último autobús de la EMT que sale de Moncloa a las 23:30, Aravaca pasa a no ser del mismo municipio. O eso es lo que parece por la situación en el transporte público nocturno en Aravaca. La única manera de llegar a Aravaca y a Valdemarín es mediante los búhos interurbanos del Consorcio, cuyas tarifas tratan a Aravaca como zona B1, como si no fuera barrio de Madrid vamos. Todo lo contrario que durante el día, en el que hay tres líneas urbanas que dan servicio, más el cercanías cuya estación está en zona A.</p>

<p>Por ello, propongo solucionar este sinsentido creando una nueva línea nocturna de buses de la EMT, con las tarifas normales, o, en su defecto, prolongar los horarios de las líneas existentes, todo desde Moncloa. Por supuesto, por su nivel socioeconómico, Aravaca no necesita frecuencias muy altas por el alto uso del transporte privado, pero no significa que los vecinos no tengan derecho a un mínimo transporte público nocturno urbano. Sería suficiente con un bus cada hora y media o incluso dos horas y solo conectando con Moncloa, pero que exista.</p>
";"12/09/2015 02";"30";"23";"7";"0";"900160805";"1226"
"3599";"Ascensor: un derecho del s. XXI";"<p>En el siglo XXI, en el barrio de Moratalaz nos encontramos con que la mayor parte de los edificios no tienen ascensor. Con una población envejecida, son muchos los que tienen dificultades para poder salir de sus casas por el esfuerzo que les supone. </p>

<p>A nivel de seguridad, ¿os imagináis lo que es tener que esperar a los servicios de emergencia para que suban y te puedan bajar en camilla por algún problema de salud? Nosotros lo hemos visto con nuestros vecinos varias veces ya. Sin embargo, aunque la ley es un poco más benevolente con este colectivo para obtener la instalación del ascensor, la realidad es que sigue supeditada a la mayoría por junta. Teniendo en cuenta que la mayoría de los edificios sin ascensor son de 4 plantas nos encontramos con que bajos y primeros se oponen siempre y, para poder obtener la instalación, tendrían que estar de acuerdo segundos, terceros y cuartos sin excepción.</p>

<p>Así se ha conseguido poner ascensor en bastantes edificios del barrio pero necesitamos que el ayuntamiento ayude aún más con la legislación. No puede ser que gente con más de 80 años no pueda salir a la calle porque sus vecinos prefieran destinar el dinero a otras cosas. Debería ser obligatoria su instalación si hay gente mayor, con discapacidad o movilidad reducida siempre que haya espacio para su instalación. Y, a ser posible, ofrecer ayudas para su instalación en estos casos. </p>

<p>Incluso para los que no estamos en ninguna de esas situaciones, un esguince o una rotura de una pierna supone un suplicio y no es normal estar así en pleno siglo XXI. </p>
";"12/09/2015 08";"64";"41";"23";"16";"902260342";"1153"
"3600";"Parar el Top Manta";"<p>Mala imagen para la ciudad, comercio injusto. No se recaudan impuestos y están controlados por mafias. Ayer viernes por la noche, lleno preciados, la puerta del sol y la calle arenal. Además de sucias las calles principales como ya han indicado en otros debates.</p>
";"12/09/2015 09";"57";"40";"17";"2";"903446673";"1614"
"3601";"Independencia energética del Ayuntamiento de Madrid ";"<p>Buenos días, se ha planteado el Ayuntamiento de Madrid tener un sistema de electricidad propio e independiente, asociandose con empresas que trabajan las energías alternativas como por ejemplo la solar?, supondría un ahorro económico considerable y un mayor respeto al medio ambiente, Alemania ya está notando las ventajas</p>

<p>Un saludo</p>

<p> </p>

<p> </p>

<p> </p>
";"12/09/2015 09";"49";"42";"7";"0";"907061282";"3000"
"3602";"Peatonalización del centro";"<p>Buenos días.</p>

<p>Ando mucho por el centro histórico, me gusta mucho.</p>

<p>Creó que hay actuaciones que deberían realizarse pronto.</p>

<p>El centro necesita ser cada vez más peatonal. Creó que es especialmente importante comenzar por calles que lo piden a gritos ya que la gente ni respeta las aceras y camina por la carretera al colapsarse las aceras. Habló de calles como Carretas, Mayor o el comienzo de la Carrera de San Jerónimo. Carretas se podría peatonalizar entera y la Carrera de San Jeronimo, si no entera porque pasan autobuses desde Sol, dejar un sólo carril y ampliar las aceras.</p>

<p>Por otro lado, las baldosas de las calles del centro están salidas son un peligro, por ejemplo en los pasos de cebra entre calles de las Gran vía o en el barrio de las letras, cuyas calles tienen los baldosines en muy mal estado.</p>

<p>Por último, quizá no tan prioritario, creó que hay algo que a todos nos gustaría cambiar.</p>

<p>Se trata del centro Gallego que esta en la plaza detrás de Sol, en frente del teatro Calderón. No se si es posible o no, pero ya que están rehabilitando los edificios de la plaza como el teatro y alguna casas, me gustaría saber si es posible hacer algo con el edificio horripilante, descuidado y desproporcionado del centro Gallego. Creó que todos evitamos verlo cuando pasamos por el centro. Es verdad que hay edificios feos en el centro pero este es para hacer algo e intentar transformar la fachada o cambiarlo de alguna manera ya que mata la plaza y todo el entorno. Una cuidad turística del nivel de Madrid no se puede permitir tener en su corazón algo tan tremendamente feo.</p>
";"12/09/2015 09";"68";"48";"20";"3";"904456983";"1976"
